Comparison (group1/group2),PTM.ModificationTitle,n,n_qvalue_nonnull,n_sig,n_up_sig,n_down_sig,median_abs_log2,median_log2,mean_log2,median_qvalue
Unstim / P3C4+Nigericin,Biotin,403,403,0,0,0,0.9237184855038566,0.5273038756676203,0.6083422010357643,0.6339725372541863
Unstim / P3C4+Nigericin,Carbamidomethyl (C),18133,18133,0,0,0,0.9094774504335744,0.8761079591647285,0.8689124724912919,0.6031214806499193
Unstim / P3C4+Nigericin,Carbamylation (KR),1441,1441,0,0,0,0.8545033970750187,0.5237077382232599,0.47933268229742987,0.6339725372541863
Unstim / P3C4+Nigericin,Carboxy,790,790,0,0,0,0.7445991052688749,0.4778952714045895,0.4754290859272043,0.6339725372541863
Unstim / P3C4+Nigericin,Carboxymethyl,723,723,0,0,0,0.7758537565608045,0.4478207112380819,0.42755137410377736,0.6339725372541863
Unstim / P3C4+Nigericin,Cation:Mg[II],1589,1589,0,0,0,0.8877880623643661,0.6008242659012665,0.6491857728013489,0.6339725372541863
Unstim / P3C4+Nigericin,Cation:Na (DE),1859,1859,0,0,0,0.8660402115024487,0.5703059838241608,0.588643510874087,0.6339725372541863
Unstim / P3C4+Nigericin,Crotonyl,613,613,0,0,0,0.9241755149268748,0.5134476362677786,0.6858450772271808,0.6339725372541863
Unstim / P3C4+Nigericin,Cysteinyl,162,162,0,0,0,0.9177553286186484,0.41535225826128785,0.1282892137982954,0.6339725372541863
Unstim / P3C4+Nigericin,Didehydro,4040,4040,0,0,0,0.8875476352905035,0.6776274270786995,0.6825243417585819,0.6339725372541863
Unstim / P3C4+Nigericin,Dimethyl (KR),1440,1440,0,0,0,0.899230420751632,0.6335255589915905,0.6526944583962717,0.6339725372541863
Unstim / P3C4+Nigericin,Dioxidation (MW),1124,1124,0,0,0,0.682850949255788,0.4677947532178365,0.47113311407285735,0.6339725372541863
Unstim / P3C4+Nigericin,Formyl,1162,1162,0,0,0,0.848854967627243,0.5077375661849217,0.4521579978802954,0.6339725372541863
Unstim / P3C4+Nigericin,GlyGly (K),596,596,0,0,0,1.0446226747535658,0.5480960958126087,0.6505583582469617,0.6339725372541863
Unstim / P3C4+Nigericin,Hex (K),429,429,0,0,0,0.9358585925921304,0.3266129782935728,0.38170743930243445,0.6339725372541863
Unstim / P3C4+Nigericin,HexNAc (ST),539,539,0,0,0,0.8712764871877936,0.5637567808383844,0.6728997856401328,0.6339725372541863
Unstim / P3C4+Nigericin,Hydroxymethyl,1026,1026,0,0,0,0.8571524673942468,0.6328589433982386,0.7303617827660931,0.6339725372541863
Unstim / P3C4+Nigericin,Methyl (E),2560,2560,0,0,0,0.8551619179906355,0.6714510046120424,0.6866782874800583,0.6322820944068186
Unstim / P3C4+Nigericin,Methyl (KR),1074,1074,0,0,0,0.876515469333373,0.6187796294108381,0.5634347310517158,0.6339725372541863
Unstim / P3C4+Nigericin,Myristoyl,530,530,0,0,0,0.9592364945341171,0.5637763495280208,0.6522745634995448,0.6339725372541863
Unstim / P3C4+Nigericin,Nitrosyl,968,968,1,1,0,0.8446764864762045,0.6539156304879432,0.605657442265024,0.6339725372541863
Unstim / P3C4+Nigericin,Oxidation (M),5465,5465,0,0,0,0.5534116553338122,0.2231012645677272,0.24548327159519293,0.6339725372541863
Unstim / P3C4+Nigericin,Oxidation (P),2778,2778,0,0,0,0.74612029697945,0.64607651474369,0.7156193376968123,0.6339725372541863
Unstim / P3C4+Nigericin,Oxidation (W),474,474,0,0,0,0.727637018389474,0.6527217957847667,0.6969350592198653,0.6300907356708458
Unstim / P3C4+Nigericin,Phospho (STY),651,651,0,0,0,0.9167484982885918,0.6573871925262874,0.7278484061777963,0.6339725372541863
Unstim / P3C4+Nigericin,Phosphoadenosine,239,239,0,0,0,0.8930127533199672,0.2285802679507271,0.18955716011598847,0.6339725372541863
Unstim / P3C4+Nigericin,Propionamide,846,846,0,0,0,1.0013470867602452,0.6005260253700322,0.695456694375257,0.6339725372541863
Unstim / P3C4+Nigericin,Sulfo (STY),1417,1417,0,0,0,0.840085347821693,0.5827867362953303,0.6223059400950169,0.6339725372541863
Unstim / P3C4+Nigericin,Trimethyl (K),914,914,0,0,0,0.9589401429677258,0.4393883970594441,0.4332005908087318,0.6339725372541863
Unstim / P3C4+Nigericin,Trioxidation (C),622,622,0,0,0,0.8480470732545686,0.6529887848163861,0.6527579801799727,0.6339725372541863
